id,total_count
9200379_Ag_EU_TEL_a0551_Collections1914-1918_KB-DK,873
2048710_Ag_EU_3D-ICONS_STARC,871
9200439_Ag_EU_TEL_a1167p_eCloud_Croatia,871
9200212_Ag_EU_TEL_a0539_Collections_1914-1918,866
0940418_Ag_PL_sanockabibliotekacyfrowa.pl,864
9200447_Ag_TEL_a1231_NationalLibSerbia,862
2048225_EuropeanaFashion_1048,858
833_DDB_GenderbibliothekZtG,851
2021755_Cy_CUT_77,847
2064949_GR_Palaiofaliro,847
916100_Ag_SE_SwedishNationalHeritage_gsm_event,841
2051935_Ag_EU_EUscreenXLCore_1024,839
2020109_Slovenia_SIGIC,837
00724_A_DE_Landesarchiv_ese_2_0000006123,836
2022023_Ag_EU_HOPE_FESStickers,836
2058208_AG_ES_CIB_MDB,834
2021672_Ag_NL_DigitaleCollectie_Mauritshuis,832
413_EKT_larisa_gallery,827
91687_SOCH_ajtte_fagel,824
11631_OpenUp_MOOSATLAS,818
728_DDB_Muhlenvereinigung,816
9200398_Ag_EU_TEL_ a1349a_CentralLibFlorence,810
940_Slovenia_Adrinetbook,804
2048432_Ag_DE_DDB_BINE_99900678,800
9200183_Ag_EU_TEL_a1014_EUlibraries_Madrid,799
764__Leiden_University_Libraries_Bibliotheque_Wallonne,798
156_SOCH_Snus_och_Tandsticksmuseum,794
0940412_Ag_PL_dlibra.karta.org.pl,790
1138_EuropeanaFashion_1123,790
91695_Ag_SE_SwedishNationalHeritage_vfm,790
295_Hispana_bilboko,787
2058631_Ag_EU_LoCloud_PSRL-e,785
2021754_Cy_CUT_37,782
902_INSPAI,781
2021671_Ag_NL_DigitaleCollectie_Leo_Smit_Stichting,778
2058816_Ag_EU_EAGLE_MAMA,770
1037__Museum_Krona,768
92068_Slovenia_Europeana_travel,768
816_Leiden_University_Libraries_Bibliotheca_Thysiana,767
1102_EKT_e_her,763
09315_Ag_EU_JHN_GUF_jd,755
838_DDB_BadBodendorf,755
00741_A_DE_Landesarchiv_ese_5_0000006708,753
9200247_Ag_EU_TEL_a1152_Amsterdam_UV,749
2021006_Ag_FI_NDL_ephemera_tb,746
05815_L_RO_Folkmedia,742
9200391_Ag_EU_TEL_a1167g_eCloud_Croatia,738
2058815_Ag_EU_EAGLE_VND,737
00902_AT_OsterreichischeMediathek_staatsvertrag_oa,732
332_CulturaItalia_Biblioteca_Archeologia_Roma,729
2048619_Ag_EU_DM2E_mpiwg_ismi,725
0943103_Ag_BG_PenchoSlaveykov_LIBRODINA_ARTICLE,724
2058622_Ag_EU_LoCloud_Future_Library,719
2051927_Ag_EU_EUscreenXLCore_1022,714
9200335_Ag_EU_TEL_a1207_Denmark,713
2020111_Slovenia_sigledal_sketches,709
9200452_UL_Old_Rare_Books_Lucian_Blaga,706
2055737_EKT_Thessaloniki_Film_Festival,702
919121_L_ES_BibCatalunya_hotels,702
9200260_Ag_EU_TEL_eCloud_a1170_Edinburgh,701
08613_EFG_Kansallinen_Audiovisuaalinen_Arkisto,700
9200511_NL_Postcards_Serbia,700
493_CY_Polmuseum,699
9200264_Ag_EU_TEL_eCloud_a1174_Edinburgh,692
326_CARARE_Israel_Antiquities_Authority,689
9200126_Ag_EU_TEL_a1043_Belgrad,688
2022404_Ag_RO_Elocal_clujulin,686
2084002_Ag_EU_Migration_ugc,686
00721_A_DE_Landesarchiv_ese_1_0000509056,682
2021732_Cy_CUT_204,679
930_BibliotecaComunale_MozziBorgettiMacerata,678
05816_L_RO_Buzau_Opincile,677
08904_Ag_AT_EuropeanaConnect_UBER,677
2023021_Erfgoedplus_be_Fruitstreek,676
9200368_Ag_EU_TEL_a1229_NationalLibraryBulgaria,676
0940437_Ag_PL_dlibra.biblioteka.tarnow.pl,672
2058638_Ag_EU_LoCloud_BSK,662
181_Share3D_181,661
94_RoL_NLLatvia_Collection_569516,656
08610_Cinemateca_Portuguesa,654
2058809_Ag_EU_EAGLE_ELTE,651
673_DDB_DeutscheKinemathek,649
92058_Slovenia_Postcards,649
2051932_Ag_EU_EUscreenXLCore_1011,648
48_RoL_NLScotland_RareBooksGaelic,646
258_Slovenia_SIGIC_Foto_Kenda,645
2051925_Ag_EU_EUscreenXLCore_1026,644
994_DDB_SBD,644
419_Hispana_ArchivoMunicipalHuelva,638
187_DDB_Theaterwissenschaft,637
2048603_Ag_EU_DM2E_ubffm_msma,634
305_Hispana_BDEducativaMurcia,633
581_Kulturpool_Museen_Vorarlberg,633
2022024_Ag_EU_HOPE_FESPostkarten,631
2064135_Harzmuseum Wernigerode,630
0940403_Ag_PL_bc.dominikanie.pl,626
11630_Ag_EU_OpenUp_SCHWEINFURTHBOTANICALDRAWINGS,620
2023809_AG-EU_LinkedHeritage_ByzantineMuseum,617
648_DDB_GerdaSchimpf,614
357_DDB_Bonn,612
2064946_GR_KE_eforeia,609
598__Leiden_University_Libraries_Arma,608
2051905_Ag_EU_EUscreenXL_1015,605
1101_EKT_theocharakis,596
2051915_Londons_Screen_Archives,596
92089_Ag_UK_TEL_a1009c_EuropeanaLibraries,596
823_DDB_HistorischesMuseum_Speyer,595
2048713_Ag_EU_3D-ICONS_UJA,590
476_NM_PM_Narodni_muzeum_Prirodovedecke_muzeum,590
478_PNP_Pamatnik_narodniho_pisemnictvi,589
474_RGMT_Regionalni_muzeum_v_Teplicich,583
2023025_Erfgoedplus_be_VirtueleLand,581
809__Blavatnik_MSYT,578
08806_Ag_EU_ETravel_NLW,577
9200299_Ag_EU_TEL_a0547_EUcollection14-18,576
11634_Ag_EU_OpenUp!_AWI,568
2048223_EuropeanaFashion_1046,568
300_DDB_MuseumLudwig,567
353_Hispana_ADDI,566
2064944_GR_ergani,551
2058207_AG_ES_CIB_H15804,550
1129_Slovakiana_NCACE,544
942_Luka_Celovic_Books,544
2051928_Ag_EU_EUscreenXLCore_1018,541
1127_DDB_almershaus,537
2058501_M_ES_Thyssen_Obras,535
9200309_Ag_EU_TEL_a0549b_1914-1918,535
2064916_GR_European_Delphi,530
9200350_Ag_EU_TEL_a1167i_eCloud_Croatia,527
2059204_Ag_EU_eSOUNDS_1006_BSL,526
2022080_Ag_EU_HOPE_OSASlot05,523
2048302_Ag_EU_ApeX_CZKAVB1093,520
477_RMAGVJ_Regionalni_muzeum_a_galerie_v_Jicine,519
509_Ag_BG_PenchoSlaveykov_LIBVAR_PHOTO2021,517
2051931_Ag_EU_EUscreenXLCore_1012,515
2026127_Ag_EU_PartagePlus_1040,510
703_EidskogMuseum,508
310_Meise_Botanic_Garden_VirtualExhibition_Part2,506
00722_A_DE_Landesarchiv_ese_1_0000007103,504
2051938_Ag_EU_EUscreenXLCore_1013,504
10903_AV_FLM_ASSETS_3,500
649_DDB_LetteVerein,500
2021502_Ag_BG_Ontotext_hdl_pub_3,499
2059505_EU_FD_Alinari,498
2022814_AG_PT_Elocal_museuFisica,497
2022044_Ag_EU_HOPE_OSASlot02,495
2048229_EuropeanaFashion_1051,495
906_DDB_Pankow,494
693__The_Together_Plan,490
9200497_Ag_BnF_babordnum,487
862_FI_Jarvenpaa_Museum,479
92075_Ag_EU_TEL_a0500_TravelTroughHistory,479
394_DRI_IQDA_2,475
92028_Ag_DK_kb.gie,475
729_DDB_ISGV,474
00744_A_DE_Landesarchiv_ese_1_0000001695,472
754_Anno_Museene_i_Hedmark,470
250_EuropeanaLocalAustria_STLB,468
2021001_Ag_FI_NDL_Raita_collection,465
9200395_Ag_EU_TEL_a1034a_EuropeanaLibraries,464
9200456_UL_Reprints_Lucian Blaga,464
2048705_Ag_EU_3D-ICONS_DISC,463
2058641_Ag_EU_LoCloud_CHAI,453
919165_L_ES_BibCatalunya_femmemoria,448
2026125_Ag_EU_PartagePlus_1037,446
2051902_Screen_Archive_South_East,444
741_EKT_duth_folklore,444
15515_Ag_AT_Kulturpool_OEAW,439
08607_EFG_Nasjonalbiblioteket,437
359_EKT_AthensAcademy5,436
580_Hispana_FundacionFelipeGonzalez,436
2020127_Slovenia_Books,435
91648_Ag_SE_SwedishNationalHeritage_smvk-mmwa,434
9200461_Szathmari_NLRomania,434
231_Ag_EU_JHN_GUF_mshebr,430
9200263_Ag_EU_TEL_eCloud_a1173_Edinburgh,430
9200346_Ag_EU_TEL_a1167c_eCloud_Croatia,429
9200151_Ag_EU_TEL_a1051_Uni.Vienna,424
9200463_Manuscripts_NLRomania,424
938__University_College_Cork,424
2048715_Ag_EU_3DICONS_KMKG,423
786_National_and_University_Library_of_Slovenia,423
400_Cy_CUT_451,420
2064141_Piraeus_Bank_Group_Cultural_Foundation,418
608__Atria_GHC,418
91645_Ag_SE_SwedishNationalHeritage_smvk-mmlu,416
1117_DDB_Gorleben,409
9200129_Ag_EU_TEL_a1050_Madrid,407
2022617_Ag_NO_ELocal_eaarkicinordland,404
9200206_Ag_EU_TEL_a1071_Madrid,404
9200228_Ag_EU_TEL_a0565_Collections_1914-1918,403
9200446_Ag_TEL_a1412_NationalLibDenmark,403
09705_L_IE_IVRLA_Folklore_Photos_ese,402
2064947_GR_EPontMel,402
2064940_GR_ekvy,400
15405__Royal_Irish_Academy,396
9200344_Ag_EU_TEL_a1167a_eCloud_Croatia,393
2021750_Cy_CUT_355,392
00732_A_DE_Landesarchiv_ese_5_0000013064,391
2048340_Ag_EU_ApeX_ESD706,391
723_DDB_Hausboden,390
950_Bashkia_Gjirokaster,387
08001_L_FR_BVH_ese.xml,384
50_KB_RiseOfLiteracy_Kinderboeken,381
29_RoL_NLSerbia_evropa,378
91655_Ag_SE_SwedishNationalHeritage_Aeroseum,376
2026008_Ag_EU_DCA_1019_National_Gallery_of_Iceland,371
2021675_Ag_NL_DigitaleCollectie_MuseumKlok_Peel,369
668_CulturaItalia_Byterfly_StampaSportiva3,362
2022409_Ag_RO_Elocal_imaginid,358
08617_EFG_Deutsche_Kinemathek,356
822_DDB_SBG,356
824_DDB_OderbergMuseum,356
256_Sports_UGC,353
08621_EFG_Osterreichisches_Filmmuseum,351
9200148_Ag_EU_TEL_a1054_E.Libraries_Vienna,351
9200221_Ag_EU_TEL_a1122_Romania_Academy,350
9200307_Ag_EU_TEL_a0549c_1914-1918,350
790_DDB_LesbenarchivFrankfurt,347
9200259_Ag_EU_TEL_eCloud_a1169_Edinburgh,346
0940445_Ag_PL_bc.igik.edu.pl,345
646_CulturaItalia_Byterfly_StampaSportiva1,344
740_RCP,343
9200213_Ag_EU_TEL_a0538_Collections_1914-1918,340
935_Gjirokaster_Ethnographic_Museum,340
2064927_GR_Haidari,335
763__Leiden_University_Libraries_Van_Keulen_Maps,333
137_Ag_EU_1989_Romania,332
91969_L_Es_BibCatalunya_america,331
9200250_Ag_EU_TEL_a1156_Amsterdam_UV,329
101_RoL_NLWales_Almancs,328
313_CulturaItalia_Biblioteca_Charitas_Paola,328
28_RoL_NLSerbia_periodika_psr,324
803_DDB_MitteMuseum,322
1068__EuskoJaurlaritza_oai_EJGV_s_eu,321
2064910_GR_Digital_Pylia,321
2021623_Ag_NL_DigitaleCollectie_oudeGronigerKerken,315
9200222_Ag_EU_TEL_a0546_Collections_1914-1918,315
2021734_Cy_CUT_300,313
667_CulturaItalia_Byterfly_StampaSportiva2,311
479_RMVC_Regionalni_muzeum_v_Chrudimi,310
2065001_Ag_EU_Museums.EU_NMCH,309
1052_ERESBIL_oai_SS_R_ERESB_es,308
11635_OpenUp_MuseumPlus,305
1074_Wirtualne_Muzeum_Jerzego_Kukuczki,304
523_Memoriav,303
9200364_Ag_EU_TEL_a1263_Portugal_EC1914-1918,303
2064118_Museu_AMS_Historica_Bologna,302
363_Rahvusraamatukogu,302
2051946_Ag_EU_1022_EUscreenXL_1028,300
9200185_Ag_EU_TEL_a1126_EUlibraries_Belgrade,300
1008_DDB_KHB,298
600_Photoconsortium_ERIAC,298
2026126_Ag_EU_PartagePlus_1039,297
388_ECC_NLSerbia_vladimir_djordjevic,292
885_DDB_MuseenFreiburg,292
9200244_Ag_EU_TEL_a1157_Amsterdam_UV_eCloud,292
9200405_Ag_EU_TEL_a1180_eCloudLeuven,291
724_EUscreen_RTVE,290
2021733_Cy_CUT_243,287
530_DDB_Freiberg_Europack,285
9200130_Ag_EU_TEL_a1013_Madrid,284
956_EKT_thasos,284
2022406_Ag_RO_Elocal_corespon,282
715_DDB_StiftungChristlicheKunst,282
640_UBL_CatchpennyPrints_EDM_20122021,280
2048620_Ag_EU_DM2E_ubffm_msmo,279
2023858_AG-EU_LinkedHeritage_ArchivoFoRame,278
835_NLSerbia_ZemunDubrovnik,278
92025_Ag_EU_TEL_a0433E,278
629_IISG,276
324_DDB_KMP,275
891_DDB__stadtmuseum,275
306_Hispana_palabraclm,274
730_DDB_SLUB_Mediathek,274
30_RoL_NLSerbia_rukopisna_periodika,273
633_BibliotekaCyfrowaPolitechnikiKoszalinskiej,273
2048618_Ag_EU_DM2E_ubffm_horkheimer,272
751_DDB_Terre_des_Femmes,271
227_Kulturpool_Ars_Electronica,270
9200313_Ag_EU_TEL_a1220_1914-1918,270
2058817_Ag_EU_EAGLE_SAZU,269
512_Ag_BG_PenchoSlaveykov_LIBSTZ_PHOTO2020,269
9200407_Ag_EU_TEL_a1158_eCloudVU,269
929_Luka_Celovic_periodicals,269
1084_Friedrich_Wilhelm_Murnau_Stiftung,268
96_RoL_NLLatvia_Collection_72393,267
9200496_Ag_BnF_medcnd,266
10901_AV_FLM_ASSETS_1,265
11636_Ag_EU_OpenUp_BoBO,264
08623_EFG_Cinematheque_Royale_Belgique,261
170_EUscreen_Core_RoyalHolloway,261
2020103_Slovenia_sigledal_misc,261
9200458_Ag_TEL_a1168m_eCloud_Croatia,261
2058639_Ag_EU_LoCloud_SAB-e,260
9200215_Ag_EU_TEL_a1135_Bulgaria,260
2058819_Ag_EU_EAGLE_CYL,259
2025903_Ag_EU_1989_Lithuania,256
815_Leiden_University_Libraries_Ars_Aemula_Naturae,256
919202_L_ES_BibCatalunya_FesMuPatxRa,255
9200324_Ag_EU_TEL_a0653_EUcollection14-18,255
92084_NL_Sounds_Serbia,255
2025906_Ag_EU_1989_Czech_Republic,253
327_DRI_IQDA,251
2021740_Cy_CUT_341,250
191_DDB_Stadtmuseum,249
9200306_Ag_EU_TEL_a0549a_Graphics_1914-1918,249
92010_Ag_EU_TEL_a0210_TEL_NLE_map,249
2051923_East_Anglian_Film_Archive,248
2048703_Ag_EU_3D-ICONS_ICA,247
694_DDB_INS,247
2021752_Cy_CUT_364,246
603_APEF_Archief_RK_Friesland,246
1005_DDB_MCW,245
671_Muzeum_Okregowe_w_Toruniu,245
9200112_Ag_EU_TEL_a1025_ERegia,242
2059221_Ag_EU_eSOUNDS_1026_SunaKirac,240
449_CulturaItalia_Byterfly_Leconomista,240
9200223_Ag_EU_TEL_a0545_Collections_1914-1918,240
00733_A_DE_Landesarchiv_ese_5_0000013069,238
389_Museu_BASAR,237
9200172_Ag_EU_TEL_a1021_EU_Libraries_Vienna,237
711_NLScotland_Sport,235
2055736_AG_GR_Thessaloniki_Orchestra,234
638_DDB_KurtTucholsky,234
91688_Ag_SE_SwedishNationalHeritage_ajtte_geologi,233
1036__Clermont_Auvergne,231
41_RoL_CulturaItalia_biblio_alessandrina_pop,231
00735_A_DE_Landesarchiv_ese_5_0000013080,230
2048231_EuropeanaFashion_1053,229
9200198_Ag_EU_TEL_a1130d_EUCollections1418_Italy,228
10908_AV_FLM_ASSETS_tex2_part2,226
2064125_Otto_Lilienthal_Museum,225
650_DDB_Ofen_Keramikmuseum,224
91946_L_Es_BibCatalunya_hospstmaria,224
92002_Ag_EU_TEL_TELtreasures,221
731_EuropeanaFashion_1114,220
125_Europe_at_work,217
2064132_Geomuseum der WWU Münster,216
301_Ag_FI_NLF_sks_codices,216
2058615_Ag_EU_LoCloud_BJC-e,215
2065002_Ag_EU_Museums.EU_galerija_bozidar_jakac,214
9200131_Ag_EU_TEL_a1016_Madrid,214
365_DDB_Pritzwalk,213
779_Nynorsk_kultursentrum,213
09714_L_IE_IVRLA_Wadding_ese,211
08632_EFG_Museo_Nazionale_del_Cinema,210
2025902_Ag_EU_1989_Poland,209
9200168_Ag_EU_TEL_a0570_EUcollecton14-18,209
08641_EFG_FDC,208
482_MMZB_Mestske_muzeum_v_Zeleznem_Brode,208
2048617_Ag_EU_DM2E_jdc_nyar1418,207
2064202_Ag_EU_Digiphil_gyongyossi,206
569_TIB_Clips,205
876_Muzeum_Azji_i_Pacyfiku,205
9200413_Ag_EU_TEL_a1168f_eCloud_Croatia,205
179_OpenUp_NBGB_Part3,204
526_EKT_benaki_collections,204
2032016_Ag_EU_EInside_Galerija_Bozidar_Jakac_GBJ,203
91690_Ag_SE_SwedishNationalHeritage_ajtte_svamp,203
9200289_Ag_EU_TEL_a0562_EUcollection14-18,202
9200388_NL_ONB_ECreative_Picture_Archive,202
987_OU_DEMA,202
2048306_Ag_EU_ApeX_NLLdnRAL,201
260_TIB_LindauNobelLaureateMeetings,201
2022405_Ag_RO_Elocal_documen2,200
2048234_EuropeanaFashion_1058,200
2048443_Ag_DE_DDB_DresdenInstitutGeometrie,200
2021720_Ag_CY_GSO,199
2048100_Ag_EU_AthenaPlus_Vatican_Library,199
2048702_Ag_EU_3D_ICONS_ISTI,198
302_TIB_IWF_part1,198
9200145_Ag_DK_kb.dsh,197
9200449_Ag_TEL_a1165_eCloud_TilburgUniversity,195
2022402_Ag_RO_Elocal_arhivele,194
2022419_Ag_RO_Elocal_cjcpctcc,194
913_DDB_KreisarchaologieRotenburg,193
9200174_Ag_EU_TEL_a1022_EU_Libraries_Vienna,192
9200265_Ag_EU_TEL_eCloud_a1175_Edinburgh,192
9200136_Ag_EU_TEL_a0590_Bulgaria,189
9200383_Ag_EU_TEL_a0544a_eCloud_KBR,188
9200375_Ag_EU_TEL_a0643_Newspapers_Romania,187
08803_Ag_EU_ETravel_DebMaps,186
10906_AV_FLM_ASSETS_1_part2,186
2048353_Ag_EU_ApeX_LT2392,186
91651_Ag_SE_SwedishNationalHeritage_HEO,185
606_BibliotekaCyfrowaWBPwLublinie,184
9200232_Ag_EU_TEL_a1115_University_library_Madrid,182
1089_Dublin_City_University,181
837_DDB_MONAliesA,181
9200194_Ag_EU_TEL_a0633_EUCollections1418_Denmark,180
2022064_Ag_EU_HOPE_OSAHungarianPropaganda,179
08626_EFG_Bundesarchiv,177
9200490_NL_Fine_Arts_Macedonia,177
9200501_Ag_BnF_bibvirtpremsoc,177
9200515_NL_Photographs_Serbia,177
2021718_Ag_CY_Kiprologiko,176
298_DC_UBL_Pagode,176
825_DDB_FrauenStadtArchiv,176
00746_A_DE_Landesarchiv_ese_6_0000285358,175
2048602_Ag_EU_DM2E_onb_codices,175
877__earchivoUniversidadCarlosIIIdeMadrid,175
424_CY_today,174
798_DDB_MullroseHeimatmuseum,174
9200327_Ag_EU_TEL_a1183_ULB_eCloud,172
480_PM_Postovni_muzeum,169
9200225_Ag_EU_TEL_a0536_Collections_1914-1918,169
169_DRI_LGBT_Cork,168
1125_EKT_Pilea,167
92057_Slovenia_Maps,166
414_EKT_pinakothiki_agrinio,165
9200195_Ag_EU_TEL_a1130a_EUCollections1418_Italy,165
827_DDB_FrauenGenderBibliothek,164
9200417_Ag_EU_TEL_a1168g_eCloud_Croatia,164
2048608_Ag_EU_DM2E_sbb_manumed,163
331_TIB_Ethnology,163
386_ECC_NLSerbia_zenski_pokret,163
642_Photoconsortium_C_DARE_CoventryUniversity,162
09302_Ag_EU_JHN_Medem,161
2021715_Ag_CY_Cyprus_Today,161
2022403_Ag_RO_Elocal_NEAMT,160
704_KirstenFlagstadMuseum,160
1093_The_Discovery_Programme,159
2058640_Ag_EU_LoCloud_estuaire-e,159
09709_L_IE_IVRLA_OCurry_ese,158
2048714_Ag_EU_3D-ICONS_ITABC,156
325_CARARE_Hunt_Museum,156
402_Dunav,156
9200201_Ag_EU_TEL_a1131_EUCollections1418_Italy,155
2021723_Ag_CY_Limania,153
621_MUSEU_BJCluj,153
9200421_Incunabula_NLRomania,153
785__Hunt_ARMA,152
507_CARARE_IsraelAA_2,151
852_DDB_TerraSigillata,150
861_Mosaika_JHT,150
9200293_Ag_EU_TEL_a0540_EUcollection14-18,150
2064913_GR_Delphi_Museum,149
9200121_Ag_EU_TEL_a1039_EuLibraries_Serbia,149
98_RoL_NLLatvia_Collection_759589,149
103_RoL_NLWales_KeyTexts,148
09711_L_IE_IVRLA_OLochlainn_ese,147
2022412_Ag_RO_Elocal_deva,147
0943114_Ag_BG_LIBHASKOVO:PHOTO_2015,146
9200422_Music_NLRomania,146
9200399_Ag_EU_TEL_ a1349b_CentralLibFlorence,144
08627_EFG_CNC,141
2025904_Ag_EU_1989_Latvia,141
801_InterAlia,141
2021669_Ag_NL_DigitaleCollectie_de-ree:ESE_150,137
9200270_Ag_EU_TEL_eCloud_a1202_Edinburgh,137
341_Hispana_FundacionGinerRios,136
9200426_AG_EU_TEL_a1355_NLScotland,136
483_NM_CMH_Narodni_muzeum_Ceske_muzeum_hudby,134
2048716_Ag_EU_3D_ICONS_VISDIM,132
2064127_Geomuseum der WWU Münster,132
1013_DDB_HMO,129
2021716_Ag_CY_Gazettes,129
2048711_Ag_EU_3D_ICONS_Archeotransfert,128
377_DDB_Branitz,128
869_eKultura_DragutinHirc,128
91660_Ag_SE_SwedishNationalHeritage_smvk_video,128
9200329_Ag_EU_TEL_a1185a_ULB_eCloud,128
00718_A_DE_Landesarchiv_ese_1_0000005584,126
0943107_Ag_BG_PenchoSlaveykov_LIBHASKOVO_PHOTO,126
506_DDB_Umbruch,126
9200453_UL_Manuscripts_Lucian_Blaga,126
749_DDB_DENKtRAUME,125
2048098_AthenaPlus_state_polytechnic,124
08608_EFG_Lichtspiel_Kinemathek_Bern,122
481_MAGM_Muzeum_a_galerie_Mlejn,121
717_DDB_MDK_Wittstock,121
2022718_Ag_ES_Hispana_cartoteca,120
423_CY_Renos,120
08574_Ag_EU_ATHENA_National_Documentation_Centre,119
2021731_Cy_CUT_166,119
2021737_Cy_CUT_333,119
2058643_Ag_EU_Pole_Memoire,119
226_Museu_efimera,119
9200370_Ag_EU_TEL_a1147_eCloud_NationalLibTech,119
702_EuropeanaFashion_1131,118
426_Cy_Geranion,116
599_Photoconsortium_Arctur,115
08636_Svenska_Filminstitutet,113
116_RoL_ICCU_PaginaPeriodico,113
9200237_Ag_EU_TEL_a0571_Collections1914-1918,113
92080_Ag_FL_TEL_a0486_ETravelFinland,113
92087_Ag_UK_TEL_a1009a_EuropeanaLibraries,113
2048614_Ag_EU_DM2E_brandeis_scwp,112
2064138_3_Pilots_1_War,111
2021730_Cy_CUT_118,110
2022420_Ag_RO_Elocal_cjcpctmu,110
2048094_AthenaPlus_NLofUdmurt,110
319_CZ_DigitalLibrary_manuscript,110
1069__ERESBIL_oai_SS_R_ERESB_eu,108
253_EFG_Kunsthochschule_Kassel,108
92083_Ag_GE_TEL_Germany_EuropeanaRegia,108
9200424_Woodblocks_NLRomania,107
09710_L_IE_IVRLA_Odonovan_Reeves_ese,106
765_Eidsvoll_1814,105
898_Slovakiana_NOC,105
806_DDB_MuseenJuterbog,103
9200380_Ag_EU_TEL_a1148_eCloud_LibraryTechnology,103
1001_EKT_YSMA,102
1118_DDB_HFG,102
676_APE_LiberationMovement_II,101
2059101_M_ES_Prado,100
217_UCC_DRI,100
842_DDB_Haupt_und_Landgestut,100
9200416_Ag_EU_TEL_a1168k_eCloud_Croatia,100
969_EKT_mantamado,100
9200238_Ag_EU_TEL_a0569_Collections1914-1918,99
92056_Slovenia_Music_Records,99
933__Izmir_Jewish_Heritage_Project,99
00736_A_DE_Landesarchiv_ese_5_0000013098,98
200_DDB_Wannsee,98
2020735_Ag_EU_CARARE_ehb_EST_GFT,98
2048227_EuropeanaFashion_1050,98
943_Luka_Celovic_Periodicals,98
09310_Ag_EU_JHN_LeoBaeckInstitute_Sound,97
471_Bulgarian_National_Film_Archive,97
721_Uniwersytet_Jana_Kochanowskiego,97
819_ASIM,97
92_RoL_NULSlovenia_newspapers,97
2051919_National_Archives_of_Latvia,96
382_DDB_Hauenstein,96
9200304_Ag_EU_TEL_a0550_Collections_1914-1918,96
9200315_Ag_EU_TEL_a1153_Amsterdam_UV_eCloud,96
2023023_Erfgoedplus_be_Parkabdij,95
9200565_NL_Greece_manuscripts1,94
897_APE_Landsarkivet_Harnosand,93
9200373_Ag_EU_TEL_a0642_Newspapers_Portugal,93
182_DDB_transmediale,92
2064126_Naturkunde-Museum Bielefeld,92
420_ECC_NLSerbia_ljubica_i_danica,92
46_RoL_NLScotland_GaelicManuscripts,92
9200184_Ag_EU_TEL_a1125_EUlibraries_Belgrade,92
92078_Ag_EU_TEL_a1030_EuropanaRegia,92
09715_L_IE_IVRLA_Frazer_ese,91
135_Ag_EU_1989_Germany,91
2064136_Heinz Nixdorf MuseumsForum,91
352_EFG_Hochschule_Darmstadt,91
575_Photocons_PedeXumbo,91
2048093_AthenaPlus_StateLeoTolstoyMuseum,90
9200202_Ag_EU_TEL_a1132a_EUCollections1418_Italy,90
922__Royal_Irish_Academy_chimneypieces,90
0943105_Ag_BG_PenchoSlaveykov_LIBDOBRICH_PHOTO,89
9200220_Ag_EU_TEL_a0648_Collections_1914-1918,89
15409_Ag_IR_IMC_ria,87
679_APE_LiberationMovement_V,87
9200491_NL_Archeographic_Collection_Macedonia,87
791_DDB_Stuhlbaumuseum,86
9200209_Ag_EU_TEL_a1022a_University_Vienna,86
2058637_Ag_EU_LoCloud_GKR,85
624_Lodzka_Regionalna_Biblioteka_Cyfrowa,85
9200371_Ag_EU_TEL_a1310_eCloud_AmsterdamVU,85
00747_A_DE_Landesarchiv_ese_6_0000450406,84
911_EKT_ICS_Mingei,83
136_Ag_EU_1989_Hungary,82
2048712_CARARE_3D_ICONS_CMC,82
9200248_Ag_EU_TEL_a1159_Amsterdam_UV,82
2022408_Ag_RO_Elocal_personal,81
619_TIB_LindauNobel80,80
2023004_Erfgoedplus_be_KULeuven,79
2025905_Ag_EU_1989_Estonia,79
924_EKT_ELKE_IonianUniversity,79
9200114_Ag_EU_TEL_a0516_Bulgaria_Manuscript,78
9200411_Ag_EU_TEL_a1168d_eCloud_Croatia,78
1051_EuskoJaurlaritza_GobiernoVasco_oai_EJGV_es,76
2023804_AG-EU_LinkedHeritage_Karelia,76
685_APE_LiberationMovement_XI,76
9200378_Ag_EU_TEL_a1230_NationalLibraryBulgaria,76
2048701_Ag_EU_3D-ICONS_CETI,75
2022025_Ag_EU_HOPE_FESBanners,74
230_EU_AG_JHN_GUF_inchebr,74
468_DDB_Luebben,74
690_APE_LiberationMovement_XVI,74
752_DDB_Frauengeschichtsverein,74
9200328_Ag_EU_TEL_a1184_ULB_eCloud,74
139_DRI_UGC_1916_memorabilia,73
17_RoL_NLScotland,73
2020101_Slovenia_sigledal_posters,73
5_RoL_NULSlovenia_manuscripts,73
630__The_Blavatnik_Archive_Posters,73
9200512_NL_Drawings_Serbia,73
683_APE_LiberationMovement_IX,72
812_NLSerbia_MilutinBojicLibrary,72
91689_Ag_SE_SwedishNationalHeritage_ajtte_mossalav,72
9200187_Ag_EU_TEL_a1128_EUlibraries_Belgrade,72
9200425_AG_EU_TEL_a1309_NLScotland,72
9200513_NL_MusicSheets_Serbia,72
2021005_Ag_FI_NDL_ephemera_o,71
9200274_Ag_EU_TEL_eCloud_a1206_Edinburgh,71
684_APE_LiberationMovement_X,70
686_APE_LiberationMovement_XII,70
9200347_Ag_EU_TEL_a1167e_eCloud_Croatia,69
08804_Ag_EU_ETravel_DebBooks,68
09707_L_IE_IVRLA_MichaelCollins_ese,68
2021107_Ag_CZ_CroatianCulturalHeritage_Knjige10,68
91671_Ag_SE_SwedishNationalHeritage_smvk_emfotosam,68
9200294_Ag_EU_TEL_a0541_EUcollection14-18,68
